
INST_WB = xxxxxxxx, PC_DEBUG = xxxxxxxx, O_CTRL = x, O_INSN_VLD = x, O_MISPREDICT= x,, LED_REG = xxxxxxxx, RD_ADDR = xx, WB_DATA = xxxxxxxx, time =                    0
INST_WB = 00a00513, PC_DEBUG = 00000068, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 0a, WB_DATA = 0000000a, time =                26144
INST_WB = fa1ff0ef, PC_DEBUG = 0000006c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 01, WB_DATA = 00000070, time =                26148
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                26164
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                26168
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000000, time =                26172

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 0000001c, time =                26176
INST_WB = 00012083, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00001564, time =                26192
INST_WB = 00000013, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00001564, time =                26196
INST_WB = 00008067, PC_DEBUG = 00000074, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000078, time =                26200
INST_WB = 00412083, PC_DEBUG = 00001564, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000144, time =                26216
INST_WB = 00000013, PC_DEBUG = 00001564, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000144, time =                26220
INST_WB = 00008067, PC_DEBUG = 00001568, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 0000156c, time =                26224
INST_WB = 428010ef, PC_DEBUG = 00000144, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000148, time =                26240
INST_WB = 00112223, PC_DEBUG = 0000156c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 04, WB_DATA = 00000000, time =                26256
INST_WB = 06c00513, PC_DEBUG = 00001570, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 0a, WB_DATA = 0000006c, time =                26260
INST_WB = a99fe0ef, PC_DEBUG = 00001574, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00001578, time =                26264
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                26280
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                26284
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 00, WB_DATA = 00000000, time =                26288
lINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000006c, RD_ADDR = 00, WB_DATA = 0000001c, time =                26292
INST_WB = 07500513, PC_DEBUG = 00001578, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 0a, WB_DATA = 00000075, time =                26308
INST_WB = a91fe0ef, PC_DEBUG = 0000157c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000006c, RD_ADDR = 01, WB_DATA = 00001580, time =                26312
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 05, WB_DATA = 10000000, time =                26328
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 05, WB_DATA = 10000000, time =                26332
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 00, WB_DATA = 00000000, time =                26336
uINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000075, RD_ADDR = 00, WB_DATA = 0000001c, time =                26340
INST_WB = 06900513, PC_DEBUG = 00001580, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 0a, WB_DATA = 00000069, time =                26356
INST_WB = a89fe0ef, PC_DEBUG = 00001584, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000075, RD_ADDR = 01, WB_DATA = 00001588, time =                26360
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 05, WB_DATA = 10000000, time =                26376
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000075, RD_ADDR = 05, WB_DATA = 10000000, time =                26380
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 00, WB_DATA = 00000000, time =                26384
iINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000069, RD_ADDR = 00, WB_DATA = 0000001c, time =                26388
INST_WB = 02e00513, PC_DEBUG = 00001588, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 0a, WB_DATA = 0000002e, time =                26404
INST_WB = a81fe0ef, PC_DEBUG = 0000158c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000069, RD_ADDR = 01, WB_DATA = 00001590, time =                26408
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 05, WB_DATA = 10000000, time =                26424
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000069, RD_ADDR = 05, WB_DATA = 10000000, time =                26428
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                26432
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                26436
INST_WB = 02e00513, PC_DEBUG = 00001590, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                26452
INST_WB = a79fe0ef, PC_DEBUG = 00001594, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00001598, time =                26456
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26472
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26476
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                26480
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                26484
INST_WB = 02e00513, PC_DEBUG = 00001598, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                26500
INST_WB = a71fe0ef, PC_DEBUG = 0000159c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 000015a0, time =                26504
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26520
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26524
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                26528
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                26532
INST_WB = 000072b7, PC_DEBUG = 000015a0, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00007000, time =                26548
INST_WB = 00700893, PC_DEBUG = 000015a4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00000007, time =                26552
INST_WB = 00c89893, PC_DEBUG = 000015a8, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00007000, time =                26556
INST_WB = 00589463, PC_DEBUG = 000015ac, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 08, WB_DATA = 00000000, time =                26560
INST_WB = 00c0006f, PC_DEBUG = 000015b0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 000015b4, time =                26564
INST_WB = a69fe0ef, PC_DEBUG = 000015bc, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 000015c0, time =                26580
INST_WB = 00112023, PC_DEBUG = 00000024, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                26596
INST_WB = 02e00513, PC_DEBUG = 00000028, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                26600
INST_WB = fe1ff0ef, PC_DEBUG = 0000002c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000030, time =                26604
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26620
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26624
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                26628
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                26632
INST_WB = 02e00513, PC_DEBUG = 00000030, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                26648
INST_WB = fd9ff0ef, PC_DEBUG = 00000034, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000038, time =                26652
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26668
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26672
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                26676
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                26680
INST_WB = 02e00513, PC_DEBUG = 00000038, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                26696
INST_WB = fd1ff0ef, PC_DEBUG = 0000003c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000040, time =                26700
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26716
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26720
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                26724
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                26728
INST_WB = 05000513, PC_DEBUG = 00000040, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 00000050, time =                26744
INST_WB = fc9ff0ef, PC_DEBUG = 00000044, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000048, time =                26748
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26764
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                26768
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 00000000, time =                26772
PINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 0000001c, time =                26776
INST_WB = 04100513, PC_DEBUG = 00000048, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 0a, WB_DATA = 00000041, time =                26792
INST_WB = fc1ff0ef, PC_DEBUG = 0000004c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 01, WB_DATA = 00000050, time =                26796
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                26812
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                26816
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 00000000, time =                26820
AINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 0000001c, time =                26824
INST_WB = 05300513, PC_DEBUG = 00000050, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 0a, WB_DATA = 00000053, time =                26840
INST_WB = fb9ff0ef, PC_DEBUG = 00000054, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 01, WB_DATA = 00000058, time =                26844
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                26860
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                26864
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 00000000, time =                26868
SINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 0000001c, time =                26872
INST_WB = 05300513, PC_DEBUG = 00000058, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 0a, WB_DATA = 00000053, time =                26888
INST_WB = fb1ff0ef, PC_DEBUG = 0000005c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 01, WB_DATA = 00000060, time =                26892
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                26908
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                26912
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 00000000, time =                26916
SINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 0000001c, time =                26920
INST_WB = 00d00513, PC_DEBUG = 00000060, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 0a, WB_DATA = 0000000d, time =                26936
INST_WB = fa9ff0ef, PC_DEBUG = 00000064, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 01, WB_DATA = 00000068, time =                26940
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                26956
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                26960
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 00000000, time =                26964

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 0000001c, time =                26968
INST_WB = 00a00513, PC_DEBUG = 00000068, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 0a, WB_DATA = 0000000a, time =                26984
INST_WB = fa1ff0ef, PC_DEBUG = 0000006c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 01, WB_DATA = 00000070, time =                26988
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                27004
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                27008
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000000, time =                27012

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 0000001c, time =                27016
INST_WB = 00012083, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 000015c0, time =                27032
INST_WB = 00000013, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 000015c0, time =                27036
INST_WB = 00008067, PC_DEBUG = 00000074, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000078, time =                27040
INST_WB = 00412083, PC_DEBUG = 000015c0, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000148, time =                27056
INST_WB = 00000013, PC_DEBUG = 000015c0, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000148, time =                27060
INST_WB = 00008067, PC_DEBUG = 000015c4, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 000015c8, time =                27064
INST_WB = 480010ef, PC_DEBUG = 00000148, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 0000014c, time =                27080
INST_WB = 00112223, PC_DEBUG = 000015c8, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 04, WB_DATA = 00000000, time =                27096
INST_WB = 06200513, PC_DEBUG = 000015cc, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 0a, WB_DATA = 00000062, time =                27100
INST_WB = a3dfe0ef, PC_DEBUG = 000015d0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 000015d4, time =                27104
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                27120
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                27124
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 00, WB_DATA = 00000000, time =                27128
bINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000062, RD_ADDR = 00, WB_DATA = 0000001c, time =                27132
INST_WB = 06500513, PC_DEBUG = 000015d4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 0a, WB_DATA = 00000065, time =                27148
INST_WB = a35fe0ef, PC_DEBUG = 000015d8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000062, RD_ADDR = 01, WB_DATA = 000015dc, time =                27152
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 05, WB_DATA = 10000000, time =                27168
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000062, RD_ADDR = 05, WB_DATA = 10000000, time =                27172
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000065, RD_ADDR = 00, WB_DATA = 00000000, time =                27176
eINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000065, RD_ADDR = 00, WB_DATA = 0000001c, time =                27180
INST_WB = 07100513, PC_DEBUG = 000015dc, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000065, RD_ADDR = 0a, WB_DATA = 00000071, time =                27196
